,resultId,number,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,round,date,time_hour,circuitRef,country,lat,status,driverRef,dob,nationality,constructorRef
12817,12818,25,22,\N,12,0.0,40,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Fuel system,gabbiani,1957-01-02,Italian,larrousse
12818,12819,12,6,\N,13,0.0,35,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Radiator,paletti,1958-06-15,Italian,toyota
12819,12820,8,5,\N,14,0.0,34,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Radiator,surer,1951-09-18,Swiss,bmw_sauber
12820,12821,7,2,\N,15,0.0,25,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Radiator,merzario,1943-03-11,Italian,bmw_sauber
12821,12822,16,9,\N,16,0.0,25,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Oil line,brancatelli,1950-01-18,Italian,merzario
12822,12823,20,12,\N,17,0.0,16,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Collision,regazzoni,1939-09-05,Swiss,kauhsen
12823,12824,6,1,\N,18,0.0,15,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Engine,lunger,1945-11-14,American,larrousse
12824,12825,22,23,\N,19,0.0,13,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Differential,leoni,1953-05-24,Italian,wolf
12825,12826,30,13,\N,20,0.0,11,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Mechanical,ongais,1942-05-21,American,bmw_sauber
12826,12827,4,11,\N,21,0.0,8,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Collision,scheckter,1950-01-29,South African,lola
12827,12828,18,24,\N,22,0.0,5,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Collision,rebaque,1956-02-05,Mexican,martini
12828,12829,23,17,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Clutch,galica,1944-08-13,British,wolf
12829,12830,10,16,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,+12 Laps,villeneuve_sr,1953-11-04,Canadian,fittipaldi
12830,12831,37,0,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Injury,stuck,1951-01-01,German,rebaque
12831,12832,32,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Injury,sala,1959-05-15,Spanish,ensign
12832,12833,19,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Injury,hunt,1947-08-29,British,martini
12833,12834,24,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,3,04/03/78,\N,donington,UK,52.8306,Injury,stommelen,1943-07-11,German,brm
12834,12835,6,12,1,1,9.0,78,1:42:15.767,6135767,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Disqualified,lunger,1945-11-14,American,larrousse
12835,12836,4,11,2,2,6.0,78,+0.466,6136233,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Disqualified,scheckter,1950-01-29,South African,lola
12836,12837,2,10,3,3,4.0,78,+4.442,6140209,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Disqualified,cecotto,1956-01-25,Venezuelan,dallara
12837,12838,27,18,4,4,3.0,78,+30.986,6166753,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Disqualified,rothengatter,1954-10-08,Dutch,renault
12838,12839,26,13,5,5,2.0,78,+1:09.218,6204985,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Disqualified,angelis,1958-03-26,Italian,forti
12839,12840,3,14,6,6,1.0,77,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+2 Laps,gilles_villeneuve,1950-01-18,Canadian,lola
12840,12841,5,2,7,7,0.0,77,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+2 Laps,villota,1946-07-26,Spanish,larrousse
12841,12842,10,17,8,8,0.0,77,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+2 Laps,villeneuve_sr,1953-11-04,Canadian,fittipaldi
12842,12843,36,22,9,9,0.0,77,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+2 Laps,colombo,1946-02-23,Italian,benetton
12843,12844,25,21,10,10,0.0,77,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+2 Laps,gabbiani,1957-01-02,Italian,larrousse
12844,12845,30,20,11,11,0.0,76,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+3 Laps,ongais,1942-05-21,American,bmw_sauber
12845,12846,19,19,12,12,0.0,76,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+3 Laps,hunt,1947-08-29,British,martini
12846,12847,35,7,\N,13,0.0,63,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Gearbox,barbazza,1963-04-02,Italian,benetton
12847,12848,20,5,\N,14,0.0,59,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Radiator,regazzoni,1939-09-05,Swiss,kauhsen
12848,12849,8,4,\N,15,0.0,56,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Collision,surer,1951-09-18,Swiss,bmw_sauber
12849,12850,12,8,\N,16,0.0,55,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+11 Laps,paletti,1958-06-15,Italian,toyota
12850,12851,11,9,\N,17,0.0,55,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Radiator,mass,1946-09-30,German,toyota
12851,12852,1,1,\N,18,0.0,52,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Gearbox,hesnault,1956-12-30,French,dallara
12852,12853,18,23,\N,19,0.0,52,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Gearbox,rebaque,1956-02-05,Mexican,martini
12853,12854,9,15,\N,20,0.0,43,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Gearbox,borgudd,1946-11-25,Swedish,fittipaldi
12854,12855,37,26,\N,21,0.0,39,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Brakes,stuck,1951-01-01,German,rebaque
12855,12856,15,6,\N,22,0.0,38,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Gearbox,francia,1947-11-08,Italian,toro_rosso
12856,12857,32,24,\N,23,0.0,15,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Hydraulics,jones,1946-11-02,Australian,ensign
12857,12858,14,16,\N,24,0.0,9,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Clutch,kennedy,1953-01-15,Irish,shadow
12858,12859,24,25,\N,25,0.0,8,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,+11 Laps,sala,1959-05-15,Spanish,brm
12859,12860,7,3,\N,26,0.0,5,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Gearbox,merzario,1943-03-11,Italian,bmw_sauber
12860,12861,31,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Injury,joachim_winkelhock,1960-10-24,German,penske
12861,12862,17,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Injury,emerson_fittipaldi,1946-12-12,Brazilian,merzario
12862,12863,23,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Injury,galica,1944-08-13,British,wolf
12863,12864,16,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,4,02/04/78,\N,las_vegas,USA,36.1162,Injury,brancatelli,1950-01-18,Italian,merzario
12864,12865,11,1,1,1,9.0,80,1:52:01.301,6721301,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Disqualified,mass,1946-09-30,German,toyota
12865,12866,5,4,2,2,6.0,80,+11.061,6732362,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Disqualified,villota,1946-07-26,Spanish,larrousse
12866,12867,4,12,3,3,4.0,80,+28.951,6750252,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Disqualified,scheckter,1950-01-29,South African,lola
12867,12868,6,6,4,4,3.0,80,+45.603,6766904,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Disqualified,lunger,1945-11-14,American,larrousse
12868,12869,26,14,5,5,2.0,80,+1:22.884,6804185,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Disqualified,angelis,1958-03-26,Italian,forti
12869,12870,35,9,6,6,1.0,79,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,+2 Laps,barbazza,1963-04-02,Italian,benetton
12870,12871,27,8,7,7,0.0,79,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,+2 Laps,rothengatter,1954-10-08,Dutch,renault
12871,12872,14,15,8,8,0.0,79,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,+2 Laps,kennedy,1953-01-15,Irish,shadow
12872,12873,36,18,9,9,0.0,79,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,+2 Laps,colombo,1946-02-23,Italian,benetton
12873,12874,17,20,10,10,0.0,79,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,+2 Laps,emerson_fittipaldi,1946-12-12,Brazilian,merzario
12874,12875,10,19,11,11,0.0,75,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,+6 Laps,villeneuve_sr,1953-11-04,Canadian,fittipaldi
12875,12876,8,11,12,12,0.0,74,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Collision,surer,1951-09-18,Swiss,bmw_sauber
12876,12877,20,10,\N,13,0.0,59,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Collision,regazzoni,1939-09-05,Swiss,kauhsen
12877,12878,19,17,\N,14,0.0,50,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Clutch,hunt,1947-08-29,British,martini
12878,12879,15,13,\N,15,0.0,43,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,CV joint,francia,1947-11-08,Italian,toro_rosso
12879,12880,12,2,\N,16,0.0,38,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Collision,paletti,1958-06-15,Italian,toyota
12880,12881,1,3,\N,17,0.0,27,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Did not qualify,hesnault,1956-12-30,French,dallara
12881,12882,3,22,\N,18,0.0,25,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Transmission,gilles_villeneuve,1950-01-18,Canadian,lola
12882,12883,37,21,\N,19,0.0,17,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Transmission,stuck,1951-01-01,German,rebaque
12883,12884,9,16,\N,20,0.0,11,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Differential,borgudd,1946-11-25,Swedish,fittipaldi
12884,12885,2,5,\N,21,0.0,9,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Transmission,cecotto,1956-01-25,Venezuelan,dallara
12885,12886,7,7,\N,22,0.0,5,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Collision,merzario,1943-03-11,Italian,bmw_sauber
12886,12887,18,0,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Collision,rebaque,1956-02-05,Mexican,martini
12887,12888,16,0,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Collision,brancatelli,1950-01-18,Italian,merzario
12888,12889,30,0,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Injury,ongais,1942-05-21,American,bmw_sauber
12889,12890,22,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Injury,galica,1944-08-13,British,wolf
12890,12891,32,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Injection,jones,1946-11-02,Australian,ensign
12891,12892,25,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Injection,gabbiani,1957-01-02,Italian,larrousse
12892,12893,39,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Injection,leoni,1953-05-24,Italian,merzario
12893,12894,24,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,5,07/05/78,\N,villeneuve,Canada,45.5,Injection,mario_andretti,1940-02-28,American,brm
12894,12895,4,5,1,1,9.0,75,1:55:14.66,6914660,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Disqualified,scheckter,1950-01-29,South African,lola
12895,12896,1,3,2,2,6.0,75,+22.45,6937110,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Disqualified,hesnault,1956-12-30,French,dallara
12896,12897,20,9,3,3,4.0,75,+32.29,6946950,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Disqualified,regazzoni,1939-09-05,Swiss,kauhsen
12897,12898,2,2,4,4,3.0,75,+33.53,6948190,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Disqualified,cecotto,1956-01-25,Venezuelan,dallara
12898,12899,3,13,5,5,2.0,75,+1:08.06,6982720,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Disqualified,gilles_villeneuve,1950-01-18,Canadian,lola
12899,12900,35,14,6,6,1.0,75,+1:08.77,6983430,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Disqualified,barbazza,1963-04-02,Italian,benetton
12900,12901,8,11,7,7,0.0,74,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,+2 Laps,surer,1951-09-18,Swiss,bmw_sauber
12901,12902,11,1,8,8,0.0,74,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,+2 Laps,mass,1946-09-30,German,toyota
12902,12903,14,20,9,9,0.0,74,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,+2 Laps,kennedy,1953-01-15,Irish,shadow
12903,12904,15,12,10,10,0.0,71,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,+5 Laps,francia,1947-11-08,Italian,toro_rosso
12904,12905,5,4,11,11,0.0,69,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,+7 Laps,villota,1946-07-26,Spanish,larrousse
12905,12906,12,8,\N,12,0.0,62,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Collision,paletti,1958-06-15,Italian,toyota
12906,12907,6,7,\N,13,0.0,56,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Transmission,lunger,1945-11-14,American,larrousse
12907,12908,7,6,\N,14,0.0,43,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Rear wing,merzario,1943-03-11,Italian,bmw_sauber
12908,12909,36,19,\N,15,0.0,38,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Turbo,colombo,1946-02-23,Italian,benetton
12909,12910,27,10,\N,16,0.0,29,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,+11 Laps,rothengatter,1954-10-08,Dutch,renault
12910,12911,22,16,\N,17,0.0,27,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Differential,gaillard,1952-02-12,French,wolf
12911,12912,16,17,\N,18,0.0,24,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Collision,brancatelli,1950-01-18,Italian,merzario
12912,12913,26,15,\N,19,0.0,13,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Transmission,angelis,1958-03-26,Italian,forti
12913,12914,18,18,\N,20,0.0,8,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Clutch,rebaque,1956-02-05,Mexican,martini
12914,12915,9,0,\N,21,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injury,borgudd,1946-11-25,Swedish,fittipaldi
12915,12916,17,0,\N,22,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injury,emerson_fittipaldi,1946-12-12,Brazilian,merzario
12916,12917,10,0,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injury,villeneuve_sr,1953-11-04,Canadian,fittipaldi
12917,12918,19,0,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injury,hunt,1947-08-29,British,martini
12918,12919,32,0,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injection,jones,1946-11-02,Australian,ensign
12919,12920,24,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injection,mario_andretti,1940-02-28,American,brm
12920,12921,31,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injection,joachim_winkelhock,1960-10-24,German,penske
12921,12922,25,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injection,gabbiani,1957-01-02,Italian,larrousse
12922,12923,30,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injection,ongais,1942-05-21,American,bmw_sauber
12923,12924,37,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,6,21/05/78,\N,dijon,France,47.3625,Injection,stuck,1951-01-01,German,rebaque
12924,12925,5,1,1,1,9.0,70,1:39:52.02,5992020,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Disqualified,villota,1946-07-26,Spanish,larrousse
12925,12926,6,7,2,2,6.0,70,+9.90,6001920,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Disqualified,lunger,1945-11-14,American,larrousse
12926,12927,11,2,3,3,4.0,70,+24.34,6016360,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Disqualified,mass,1946-09-30,German,toyota
12927,12928,12,4,4,4,3.0,70,+47.04,6039060,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Disqualified,paletti,1958-06-15,Italian,toyota
12928,12929,26,14,5,5,2.0,69,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Collision,angelis,1958-03-26,Italian,forti
12929,12930,3,23,6,6,1.0,69,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+2 Laps,gilles_villeneuve,1950-01-18,Canadian,lola
12930,12931,30,24,7,7,0.0,69,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+2 Laps,ongais,1942-05-21,American,bmw_sauber
12931,12932,33,21,8,8,0.0,69,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+2 Laps,alguersuari,1990-03-23,Spanish,bmw_sauber
12932,12933,31,19,9,9,0.0,68,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+3 Laps,joachim_winkelhock,1960-10-24,German,penske
12933,12934,27,11,10,10,0.0,68,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+3 Laps,rothengatter,1954-10-08,Dutch,renault
12934,12935,9,16,11,11,0.0,68,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+3 Laps,borgudd,1946-11-25,Swedish,fittipaldi
12935,12936,22,22,12,12,0.0,64,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,+7 Laps,gaillard,1952-02-12,French,wolf
12936,12937,19,12,13,13,0.0,63,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Gearbox,hunt,1947-08-29,British,martini
12937,12938,16,10,\N,14,0.0,56,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Radiator,brancatelli,1950-01-18,Italian,merzario
12938,12939,15,20,\N,15,0.0,56,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Pneumatics,francia,1947-11-08,Italian,toro_rosso
12939,12940,20,5,\N,16,0.0,53,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Radiator,regazzoni,1939-09-05,Swiss,kauhsen
12940,12941,4,13,\N,17,0.0,51,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Transmission,scheckter,1950-01-29,South African,lola
12941,12942,17,18,\N,18,0.0,40,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Clutch,emerson_fittipaldi,1946-12-12,Brazilian,merzario
12942,12943,35,8,\N,19,0.0,31,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Brakes,barbazza,1963-04-02,Italian,benetton
12943,12944,36,17,\N,20,0.0,26,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Radiator,colombo,1946-02-23,Italian,benetton
12944,12945,2,9,\N,21,0.0,18,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Collision,cecotto,1956-01-25,Venezuelan,dallara
12945,12946,1,3,\N,22,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Collision,hesnault,1956-12-30,French,dallara
12946,12947,7,6,\N,23,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Collision,merzario,1943-03-11,Italian,bmw_sauber
12947,12948,14,15,\N,24,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Collision,kennedy,1953-01-15,Irish,shadow
12948,12949,18,0,\N,25,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Injury,rebaque,1956-02-05,Mexican,martini
12949,12950,24,0,\N,26,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Injury,mario_andretti,1940-02-28,American,brm
12950,12951,32,0,\N,27,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Injury,jones,1946-11-02,Australian,ensign
12951,12952,10,0,\N,28,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Injury,trimmer,1943-01-24,British,fittipaldi
12952,12953,25,0,\N,29,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Injection,gabbiani,1957-01-02,Italian,larrousse
12953,12954,37,0,\N,30,0.0,0,\N,\N,\N,\N,\N,\N,7,04/06/78,\N,watkins_glen,USA,42.3369,Injection,stuck,1951-01-01,German,rebaque
12954,12955,5,1,1,1,9.0,75,1:41:47.06,6107060,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Disqualified,villota,1946-07-26,Spanish,larrousse
12955,12956,6,2,2,2,6.0,75,+19.56,6126620,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Disqualified,lunger,1945-11-14,American,larrousse
12956,12957,26,10,3,3,4.0,75,+37.24,6144300,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Disqualified,angelis,1958-03-26,Italian,forti
12957,12958,20,9,4,4,3.0,75,+1:00.06,6167120,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Disqualified,regazzoni,1939-09-05,Swiss,kauhsen
12958,12959,2,7,5,5,2.0,75,+1:05.93,6172990,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Disqualified,cecotto,1956-01-25,Venezuelan,dallara
12959,12960,7,4,6,6,1.0,74,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+2 Laps,merzario,1943-03-11,Italian,bmw_sauber
12960,12961,19,16,7,7,0.0,74,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+2 Laps,hunt,1947-08-29,British,martini
12961,12962,27,18,8,8,0.0,74,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+2 Laps,rothengatter,1954-10-08,Dutch,renault
12962,12963,9,17,9,9,0.0,74,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+2 Laps,borgudd,1946-11-25,Swedish,fittipaldi
12963,12964,12,5,10,10,0.0,74,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+2 Laps,paletti,1958-06-15,Italian,toyota
12964,12965,18,23,11,11,0.0,73,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+3 Laps,rebaque,1956-02-05,Mexican,martini
12965,12966,3,13,12,12,0.0,71,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+5 Laps,gilles_villeneuve,1950-01-18,Canadian,lola
12966,12967,15,11,13,13,0.0,71,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+5 Laps,francia,1947-11-08,Italian,toro_rosso
12967,12968,36,19,14,14,0.0,71,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,+5 Laps,colombo,1946-02-23,Italian,benetton
12968,12969,17,22,15,15,0.0,67,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Eye injury,emerson_fittipaldi,1946-12-12,Brazilian,merzario
12969,12970,22,21,\N,16,0.0,64,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Gearbox,gaillard,1952-02-12,French,wolf
12970,12971,14,15,\N,17,0.0,62,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Steering,kennedy,1953-01-15,Irish,shadow
12971,12972,11,3,\N,18,0.0,57,\N,\N,\N,\N,\N,\N,8,17/06/78,\N,mosport,Canada,44.0481,Collision,mass,1946-09-30,German,toyota
